,time,slide,mix_time,lec_by_slide_time,slide_title
0,0.0,slide_0001.jpg,0.0,31.056,3. 질의 기술
1,36.53333333333333,slide_0002.jpg,67.06254166666666,110.14254166666666,인터뷰
2,164.0,slide_0003.jpg,240.041,321.521,인터뷰 기술 및 질문 계획 참고
3,408.6,slide_0004.jpg,567.4020208333334,681.5460208333334,인터뷰의 이슈나 질문 계획하기
